date,year,sport,event
Sep-09,2023,Soccer,"Neymar scores his 78th goal for Brazil, surpassing Pele's record of 77, which had stood for 61 years"
Sep-10,1990,Tennis,"For the first time since 1968, all eight Grand Slam tennis champions are different people"
Sep-10,2016,AFL,"Brent Harvey finishes his AFL career, playing 432 games"
Sep-11,1926,Tennis,"USA wins the Davis Cup, beating France in Philadelphia (4-1)"
Sep-11,1960,Olympics,"XVII Summer Olympic Games close at Stadio Olimpico in Rome, Italy"
Sep-11,1972,Olympics,"XX Summer Olympic Games close at the Olympiastadion in Munich, West Germany"
Sep-11,1985,Cricket,"Sri Lanka achieves its first Test cricket victory, defeating India by 149 runs"
Sep-12,1920,Olympics,"VII Summer Olympic Games close at the Olympisch Stadion in Antwerp, Belgium"
Sep-12,1925,Tennis,"USA wins the Davis Cup, beating France in Philadelphia (5-0)"
Sep-12,1931,Rugby,"Inaugural Bledisloe Cup rugby match played between Australia and New Zealand at Eden Park, Auckland - NZ win 20-13"
Sep-12,1976,Football,Seattle Seahawks play their first regular-season game
Sep-12,1988,Basketball,"Birthday of NBA superstar James Harden, one of the most prolific scorers in NBA history who won the 2018 MVP award and led the Houston Rockets to numerous playoff appearances"
Sep-13,1924,Tennis,"USA win sthe Davis Cup, beating Australia in Philadelphia (5-0)"
Sep-15,1956,AFL,"For the first time in VFL history, the crowd exceeds 100,000 , 115,902 watching Melbourne beat Collingwood in the VFL Grand Final"
Sep-15,2000,Olympics,"XXVII Olympic Games opens at Sydney, Australia"
Sep-16,1869,Golf,Golf's first recorded hole-in-one is scored by Tom Morris at Prestwick's 8th hole in Scotland
Sep-17,1950,Football,San Francisco 49ers (formerly AAFC) play their first NFL game and lose 21-17
Sep-17,1961,Football,Minnesota Vikings' first NFL game; beat Chicago Bears 37-13
Sep-17,1988,Olympics,"XXIV Olympic games open at Seoul, South Korea"
Sep-18,1972,Ice Hockey,"Paul Henderson scores the winning goal with 34 seconds remaining in Game 8 to give Canada a 6-5 victory over the Soviet Union in the Summit Series, one of the most iconic moments in hockey history"
Sep-19,1986,Cricket,"Australian cricketer Dean Jones scores 210 v India at Madras, the terst would later finish in a tie"
Sep-20,1922,Football,Pittsburgh Steelers (as Pirates) play first NFL game and lose 23-2
Sep-20,1998,Tennis,"17-year-old Martina Hingis becomes the youngest world number one in women's tennis history, a record that still stands today"
Sep-21,1980,Football,LA Ram Johnnie Johnson scores a 99 yard interception
Sep-21,1980,Golf,"Birthday of Rory McIlroy in Holywood, Northern Ireland; he goes on to win four major championships and spend over 100 weeks as world number one before completing the career Grand Slam at the 2025 Masters"
Sep-21,2008,Baseball,Final home game is played at the original Yankee Stadium against the Baltimore Orioles
Sep-22,1986,Cricket,"India vs. Australia Test Cricket at Madras finishes in a tie, the second in Test Cricket history"
Sep-22,2025,Soccer,Ousmane Dembl (PSG/France) wins Ballon d'Or
Sep-24,1776,Horse Racing,First St Leger horse race held at Doncaster won by Allabaculia
Sep-24,1977,AFL,"Collingwood 10.16 (76) draw with North Melbourne 9.22 (76) in the VFL Grand Final, only the second drawn Grand Final in VFL history; the replay is held the following Saturday"
Sep-24,1983,AFL,Hawthorn defeat Carlton 122-80 in the VFL Grand Final to win the premiership; Robert DiPierdomenico wins the Norm Smith Medal for best on ground in the first year the award was presented to a player other than the 1982 inaugural winner
Sep-24,1988,Athletics,Carl Lewis runs a world record 100 m in 9.92 seconds
Sep-24,1994,AFL,West Coast Eagles defeat Geelong 136-122 in the AFL Grand Final to win their second premiership; Glen Jakovich wins the Norm Smith Medal
Sep-24,2022,AFL,Joel Selwood retires from AFL with an VFL/AFL record 40 finals games
Sep-24,2022,AFL,"Geelong defeat Sydney Swans 133-52 in the AFL Grand Final by 81 points, the second-largest margin in Grand Final history; Isaac Smith wins the Norm Smith Medal aged 33"
Sep-25,1971,AFL,"Peter Hudson equals Bob Pratt's record of 150 goals in a VFL season, famously kicks into the man on the mark(Barry Lawrence) when trying kick his 151st"
Sep-25,1982,AFL,"Maurice Rioli wins the first ever Norm Smith medal, awarded for best on ground in the VFL Grand Final"
Sep-25,1982,Car Racing,Keke Rosberg becomes the first Finn to win the Formula 1 World Drivers' Championship
Sep-25,1993,AFL,Essendon defeat Carlton 119-111 in the AFL Grand Final to win the premiership; Michael Tuck plays his final AFL game as Hawthorn fall in the preliminary final; James Hird wins the Norm Smith Medal
Sep-25,1999,Athletics,"Hicham El Guerrouj of Morocco runs the mile in 3:43.13 at the Golden Gala in Rome, setting the world record that still stands today, crowning one of the greatest middle-distance careers in athletics history"
Sep-25,1999,AFL,"North Melbourne defeat Carlton 115-80 in the AFL Grand Final to win the premiership; Andrew McLeod wins his second consecutive Norm Smith Medal, the first player to win back-to-back Norm Smith Medals"
Sep-25,2004,AFL,Port Adelaide defeat Brisbane Lions 119-73 in the AFL Grand Final to end Brisbane's three-peat bid and win the Power's first premiership; Brendon Lade wins the Norm Smith Medal
Sep-25,2010,AFL,"Collingwood and St Kilda draw 16.12 (108) to 16.12 (108) in the AFL Grand Final, only the third drawn Grand Final in VFL/AFL history and the first in the AFL era; the replay is held the following Saturday"
Sep-25,2021,AFL,"Melbourne defeat Western Bulldogs 140-66 in the AFL Grand Final to win the premiership, ending a 57-year drought; Christian Petracca wins the Norm Smith Medal in a dominant individual display"
Sep-26,1970,AFL,"A VFL record crowd of 121,696 watch Carlton defeat Collingwood in the Grand Final"
Sep-26,1983,Yachting," Australia II wins the America's Cup yacht race, becoming the first non-US winner in 132 years"
Sep-26,1987,AFL,Carlton defeat Hawthorn 96-80 in the VFL Grand Final to win the premiership; Mike Fitzpatrick wins the Norm Smith Medal
Sep-26,1998,AFL,Adelaide Crows defeat North Melbourne 115-92 in the AFL Grand Final to win back-to-back premierships; Andrew McLeod wins the Norm Smith Medal in a brilliant individual display
Sep-27,1986,AFL,Hawthorn defeat Carlton 113-83 in the VFL Grand Final to win the premiership; Jason Dunstall wins the Norm Smith Medal for best on ground
Sep-27,1992,AFL,"West Coast Eagles defeat Geelong 134-103 in the AFL Grand Final to win the premiership, becoming the first West Australian team to claim the VFL/AFL title; Peter Sumich wins the Norm Smith Medal"
Sep-27,1997,AFL,Adelaide Crows defeat St Kilda 130-98 in the AFL Grand Final to win their first ever premiership; Mark Bickley wins the Norm Smith Medal in a historic day for South Australian football
Sep-27,2003,AFL,"Brisbane Lions defeat Collingwood 124-80 in the AFL Grand Final to win three consecutive premierships, the last AFL club to achieve a three-peat; Luke Power wins the Norm Smith Medal"
Sep-27,2008,AFL,Hawthorn defeat Geelong 115-89 in the AFL Grand Final to upset the reigning two-time premiers; Luke Hodge wins the first of his two Norm Smith Medals
Sep-27,2014,AFL,Hawthorn defeat Sydney Swans 114-90 in the AFL Grand Final to win back-to-back premierships; Luke Hodge wins his second Norm Smith Medal
Sep-28,1964,Tennis,Australia wins the Davis Cup beating the USA in Cleveland (3-2)
Sep-28,1980,Car Racing,Australian Alan Jones clinches his first Formula 1 World Drivers' Championship
Sep-28,1985,AFL,Essendon defeat Hawthorn 133-74 in the VFL Grand Final to win back-to-back premierships; Gary Foulds wins the Norm Smith Medal for best on ground
Sep-28,1988,Olympics,Ukrainian pole vaulter Sergey Bubka wins his only Olympic gold medal with a vault of 5.90 m at the Seoul Games
Sep-28,1991,AFL,"Michael Tuck retires from football, finishing on 426 VFL/AFL games"
Sep-28,1991,AFL,"Hawthorn win the VFL premiership defeating West Coast Eagles 20.19 (139) to 17.12 (114), with Jason Dunstall kicking 9 goals in a brilliant individual performance"
Sep-28,1996,Horse Racing,"Frankie Dettori rides all 7 winners on the card at Ascot Racecourse, Berkshire, England"
Sep-28,1996,AFL,North Melbourne defeat Sydney Swans 111-104 in the AFL Grand Final to win the premiership; Wayne Carey wins the Norm Smith Medal with a matchwinning performance
Sep-28,2002,AFL,Brisbane Lions defeat Collingwood 149-105 in the AFL Grand Final to win back-to-back premierships; Michael Voss wins the Norm Smith Medal
Sep-28,2013,AFL,Hawthorn defeat Fremantle 108-84 in the AFL Grand Final to win the premiership; Jordan Lewis wins the Norm Smith Medal in a dominant Hawthorn display
Sep-28,2019,AFL,"Richmond defeat GWS Giants 114-105 in the AFL Grand Final to win their second premiership in three years; Dustin Martin wins the Norm Smith Medal for the second time, the first player to win the award on two separate occasions"
Sep-28,2020,Ice Hockey,Tampa Bay Lightning claim Stabley Cup  with a 2-0 game 6 win over Dallas Stars; win series 4-2
Sep-28,2024,AFL,"Sydney Swans defeat Brisbane Lions 80-76 in the AFL Grand Final in a one-point thriller to claim the premiership, one of the closest Grand Finals in history; Isaac Heeney wins the Norm Smith Medal"
Sep-29,1984,AFL,Essendon defeat Hawthorn 99-76 in the VFL Grand Final to win the premiership; Simon Madden wins the Norm Smith Medal for best on ground
Sep-29,1988,Olympics,Ben Johnson's gold medal from the 100m at the Seoul Olympics is stripped after he tests positive for stanozolol; Carl Lewis is awarded gold in what becomes one of sport's most notorious doping scandals
Sep-29,1990,AFL,"Collingwood defeat Essendon 113-85 in the AFL Grand Final to win the premiership, their first since 1958; Tony Shaw wins the Norm Smith Medal as the Magpies end their 32-year premiership drought"
Sep-29,2001,AFL,Brisbane Lions defeat Essendon 126-109 in the AFL Grand Final to win the premiership; Jason Akermanis wins the Norm Smith Medal in a stunning individual display
Sep-29,2002,Football,Seattle running back Shaun Alexander sets an NFL record for most touchdowns in a half with 5 in the 1st half of a 48-23 win against the Minnesota Vikings at Seahawks Stadium
Sep-29,2007,AFL,Geelong defeat Port Adelaide 163-44 in the AFL Grand Final by a record 119 points in the most one-sided Grand Final in history; Cameron Mooney wins the Norm Smith Medal
Sep-29,2012,AFL,Sydney Swans defeat Hawthorn 103-91 in the AFL Grand Final to win the premiership; Josh Kennedy wins the Norm Smith Medal in a hard-fought victory
Sep-29,2018,AFL,West Coast Eagles defeat Collingwood 118-96 in the AFL Grand Final; Dom Sheed kicks the match-winning goal late in the final quarter; Luke Shuey wins the Norm Smith Medal
Sep-30,1947,Baseball,"The first ever televised World Series baseball game, the NY Yankees beat the Brooklyn Dodgers 5-3 in Game 1 at Yankee Stadium"
Sep-30,1989,AFL,"Hawthorn defeat Geelong 119-90 in the VFL Grand Final to win their fourth premiership in six years; John Platten wins his second Norm Smith Medal, the first player to win the award twice"
Sep-30,1995,AFL,Carlton defeat Geelong 134-83 in the AFL Grand Final to win the premiership; Greg Williams wins the Norm Smith Medal in a dominant midfield display
Sep-30,2000,AFL,Essendon defeat Melbourne 122-67 in the AFL Grand Final by 55 points to win the premiership; Matthew Lloyd wins the Norm Smith Medal
Sep-30,2006,AFL,West Coast Eagles defeat Sydney Swans 90-84 in the AFL Grand Final in a tight rematch of the previous year; Daniel Kerr wins the Norm Smith Medal as West Coast reclaim the premiership
Sep-30,2017,AFL,"Richmond defeat Adelaide Crows 116-81 in the AFL Grand Final to win the premiership and end a 37-year drought; Dustin Martin wins the Norm Smith Medal, having also won the Brownlow Medal that year — the first player to win both in the same season"
Sep-30,2023,AFL,"Collingwood defeat Brisbane Lions 110-88 in the AFL Grand Final to win the premiership, ending a 13-year drought; Bobby Hill wins the Norm Smith Medal in an electric individual performance"
Oct-01,1933,Baseball,"Babe Ruth makes his final pitching appearance in MLB, pitching all 9 innings in a season-ending 6-5 win against the Boston Red Sox at Yankee Stadium"
Oct-01,1975,Boxing,"Muhammad Ali beats Joe Frazier in the ""Thriller in Manilla"""
Oct-01,1977,AFL,"North Melbourne defeat Collingwood 21.25 (151) to 19.10 (124) in the VFL Grand Final replay to win the premiership, one week after the second drawn Grand Final in VFL history"
Oct-01,1988,AFL,Hawthorn defeat Melbourne 96-85 in the VFL Grand Final to win the premiership; John Platten wins the Norm Smith Medal
Oct-01,1995,Football,Jacksonville Jaguars celebrate their first-ever NFL regular season win with a 17-16 victory over the Houston Oilers at the Astrodome
Oct-01,2000,Olympics,"XXVII Summer Olympic Games close at Stadium Australia in Sydney, Australia"
Oct-01,2005,AFL,Sydney Swans defeat West Coast Eagles 88-84 in the AFL Grand Final in one of the great Grand Finals; Leo Barry takes a match-saving mark in the final seconds to seal a two-point victory; Leo Barry wins the Norm Smith Medal
Oct-01,2011,AFL,Geelong defeat Collingwood 118-78 in the AFL Grand Final to win the premiership; Geelong captain Cameron Ling wins the Norm Smith Medal as the Cats dominate the reigning premiers
Oct-01,2015,Baseball,"NY Yankees record the 10,000th win"
Oct-01,2016,AFL,"Western Bulldogs defeat Sydney Swans 89-67 in the AFL Grand Final to win the premiership, ending a 62-year drought; Jason Johannisen wins the Norm Smith Medal in one of the great Grand Final individual performances"
Oct-02,1948,AFL,"Melbourne 10.9 (69) draw with Essendon 7.27 (69) in the VFL Grand Final at the MCG in front of 86,198 fans, the first drawn Grand Final in VFL history; the replay is held the following Saturday"
Oct-02,1958,AFL,"Birthday of AFL legend Kevin Bartlett, who played 403 games for Richmond and kicked 778 goals, winning five premierships and the 1972 Brownlow Medal"
Oct-02,1981,Horse Racing,"Seventeen-year-old gelding Behavin Jerry, the oldest winning racehorse in modern times, sets the record for the most career starts by a thoroughbred (307)"
Oct-02,1988,Olympics,XXIV Summer Olympic Games close at the Seoul Olympic Stadium
Oct-02,1988,Soccer,"Birthday of Spain and Barcelona midfielder Sergio Busquets, considered by many the greatest defensive midfielder of his generation and a key player in Spain's golden era"
Oct-02,2005,Football,"NFL plays its first regular season game outside the United States when the Arizona Cardinals defeat the San Francisco 49ers 31-14 in Mexico City, Mexico"
Oct-02,2010,AFL,Collingwood defeat St Kilda 113-104 in the AFL Grand Final replay after another draw the week before; Dane Swan wins the Norm Smith Medal as Collingwood end their 20-year premiership drought
Oct-03,1942,Horse Racing,"Whirlaway becomes the first thoroughbred to amass more than $500,000 in lifetime earnings"
Oct-03,1997,Ice Hockey,"First NHL game outside of North America: Vancouver Canucks beat Mighty Ducks of Anaheim 3-2 in Tokyo, Japan"
Oct-03,2007,Cricket,South Africa's Mark Boucher breaks Ian Healy's record to become the wicketkeeper with the most dismissals in Test cricket (395)
Oct-03,2008,Surfing,Kelly Slater clinches his record 9th world championship
Oct-03,2009,AFL,Geelong defeat St Kilda 81-74 in the AFL Grand Final to win the premiership; Steve Johnson wins the Norm Smith Medal as Geelong claim their second premiership in three years
Oct-03,2015,AFL,"Hawthorn defeat West Coast Eagles 111-79 in the AFL Grand Final to win three consecutive premierships, only the third club to achieve the feat; Cyril Rioli wins the Norm Smith Medal"
Oct-03,2021,Baseball,"Cleveland wins its last game under the Indians name, defeating the Texas Rangers 6-0"
Oct-04,1996,Cricket,"Pakistan all-rounder Shahid Afridi breaks the record for the fastest hundred in one-day cricket history, scoring 102 against Sri Lanka in a KCA Centenary Tournament match in Nairobi, reaching 100 in 37 balls"
Oct-05,1983,Horse Racing,"Jockey Jorge Velasquez wins his 5,000th career race riding Banquet Scene to victory in the fourth race at Belmont Park"
Oct-06,1920,Baseball,"1st brothers oppose each other in World Series, Cleveland's Wheeler Johnston pinch-hits as brother Jimmy plays 3rd base for Brooklyn"
Oct-06,1993,Basketball,Michael Jordan announces retirement from the NBA
Oct-06,2016,Basketball,"Kobe Bryant's number 8 and number 24 jerseys are retired by the Los Angeles Lakers in a ceremony at the Staples Center, honouring his 20-season career and five championships"
Oct-07,1972,Ice Hockey,The first New York Islanders NHL game takes place at Nassau Coliseum; the Calgary Flames win 3-2
Oct-08,1960,Rugby,Great Britain beats Australia 10-3 to win the Rugby Union World Cup
Oct-08,1992,Ice Hockey,Ottawa Senators' first NHL game
Oct-09,1948,AFL,"Melbourne defeat Essendon 13.11 (89) to 7.8 (50) in the VFL Grand Final replay to win the premiership, drawing a crowd of 52,226 one week after the first drawn Grand Final in VFL/AFL history"
Oct-09,1970,Ice Hockey,"Bobby Orr scores his 100th career NHL goal, continuing one of the most dominant performances by a defenceman in league history; Orr won the Norris Trophy as best defenceman eight consecutive times"
Oct-09,1989,Football,"First NFL game coached by an African American (Art Shell), as his LA Raiders beat the NY Jets 14-7"
Oct-09,1991,Ice Hockey,San Jose Sharks beat Calgary 4-3 for their first NHL win
Oct-09,2003,Cricket,"Matthew Hayden scores 380, the most runs in an innings by an Australian cricketer in a Test match"
Oct-10,1956,NFL,"Birthday of NFL icon Bo Jackson, the only professional athlete to be named an All-Star in two major American sports (NFL and MLB), whose career was cut short by injury in 1991"
Oct-10,1964,Olympics,"XVIII Summer Olympic Games open at the National Stadium in Tokyo, Japan"
Oct-11,1971,Tennis,"USA wins the Davis Cup, beating Romania in Charlotte (3-2)"
Oct-11,1980,Basketball,Dallas Mavericks open debut NBA season with a 103-92 victory against San Antonio Spurs
Oct-11,2020,Basketball,"Los Angeles Lakers defeat the Miami Heat 106-93 in Game 6 to win the NBA Championship in the NBA bubble at Disney World; LeBron James wins his fourth Finals MVP, tying Michael Jordan's record"
Oct-11,2024,Cricket,England beats Pakistan by an innings & 47 runs in 1st cricket Test in Multan; first time in Test history a side conceding 500 in 1st innings has gone on to win by an innings
Oct-12,1968,Olympics,"IXX Summer Olympic Games open at Mexico City, Mexico; first Olympics in Latin America"
Oct-13,1934,AFL,Bob Pratt becomes to first player to kick 150 goals in a VFL season
Oct-13,1975,Tennis,"Birthday of Maria Sharapova, who won five Grand Slam titles and was world number one for 21 weeks, becoming one of the most recognisable athletes in the world"
Oct-13,1992,Ice Hockey,Anaheim Mighty Ducks win their 1st NHL game
Oct-14,1970,Basketball,"Cleveland Cavaliers play their firdst game, losing to Buffalo Braves 107-92"
Oct-15,1810,Horse Racing,"Australia's first official, organized horse race meeting took place at Hyde Park, Sydney"
Oct-15,1972,Tennis,"USA wins the Davis Cup,  beating Romania 3-2 in Bucharest"
Oct-15,1995,Football,"Carolina Panthers win their first game, defeating the NY Jets 26-15"
Oct-15,1998,Cricket,Mark Taylor equals Don Bradman's Australian record of 334 in a test match
Oct-16,1952,Cricket,Pakistan's first Test cricket match starts against India in Delhi
Oct-16,1968,Olympics,"After running one two in 200m final, Tommie Smith & John Carlos raise their black gloved fist to raise awareness on human rights issues"
Oct-16,1969,Cricket,"Birthday of fast bowling great Glenn McGrath, who took 563 Test wickets and is considered Australia's greatest ever pace bowler"
Oct-17,2022,Soccer,Karim Benzema (Real Madrid/France) wins Ballon d'Or
Oct-18,1930,Horse Racing,Joseph Sylvester becomes the first jockey to win seven races in one day
Oct-18,2010,Horse Racing,"Frankel wins his first G1, winning ythe Dewhurst Stakes at Newmarket"
Oct-19,1960,Basketball,"Los Angeles Lakers play their first game,losing to the Syracuse Nationals 140-123"
Oct-20,1992,Baseball,"First Baseball World Series game is played outside the United States; Toronto Blue Jays beat Atlanta Braves 3-2 in Game 3 at SkyDome in Toronto, Ontario"
Oct-20,2012,Horse Racing,"Frankel wins his last race start,  the G1 Champion Stakes, finishing with the perfect record of 14 starts for 14 wins"
Oct-22,1995,Rugby,Jonah Lomu scores four tries as the All Blacks defeat England 45-29 in the Rugby World Cup semi-final; Lomu's performance is widely considered the greatest individual World Cup display in the sport's history
Oct-22,2024,Basketball,LeBron and Bronny James become the first father-son duo in NBA history to appear in a game together
Oct-23,1940,Soccer,"Edson Arantes do Nascimento (Pele) is born in Trs Coraes, Minas Gerais, Brazil"
Oct-24,1857,Soccer,"Sheffield FC is founded in Yorkshire, England, Recognized by FIFA as the oldest existing club still playing football in the world"
Oct-24,1964,Olympics,"XVIII Summer Olympic Games close at the National Stadium, Tokyo, Japan"
Oct-24,1992,Rugby,Australia beats Great Britain 10-6 to win the Rugby Union World Cup
Oct-24,1996,Cricket,Hasan Raza makes his Test cricket debut for Pakistan at the age of 14 years and 238 days
Oct-24,2004,Soccer,"Manchester United ends Arsenal recoerd 49 game unbeaten streak, winning  2-0 at Old Trafford"
Oct-24,2020,AFL,"Richmond defeat Geelong 81-50 in the AFL Grand Final at the Gabba in Brisbane, played in Queensland for the first time due to COVID-19 restrictions; Dustin Martin wins an unprecedented third Norm Smith Medal"
Oct-25,1952,Cricket,Nazar Mohammad scores Pakistan's first ever Test cricket century 
Oct-25,1964,Football,NFL Minnesota Vikings Jim Marshall runs 66 yards in the wrong direction for a safety
Oct-26,1863,Soccer,"The FA is established in London, United Kingdom"
Oct-26,1984,Basketball,"Michael Jordan plays firsrt NBA game, Chicago winning 109-92 against the Washington Bullets"
Oct-27,1968,Olympics,XIX Summer Olympic Games close at the Estadio Olympico Universitario in Mexico City
Oct-28,1900,Olympics,II Summer Olympic Games in Paris end after five months; no opening or closing ceremonies are held
Oct-28,1922,Horse Racing,Violoncello wins the first ever running of the Cox Plate
Oct-28,2023,Rugby,South Africa beats New Zealand 12-11 to the win Rugby Union World Cup and become first to win four World Cups
Oct-28,2024,Soccer,Rodri (Manchester City/Spain) wins Ballon d'Or
Oct-29,1960,Boxing,Muhammad Ali makes pro fighting debut
Oct-30,1974,Boxing,"Muhammad Ali beats George Foreman in the ""Rumble In The Jungle"" in Kinshasa , Zaire"
Oct-30,2023,Soccer,Lionel Messi (Inter Miami/Argentina) wins his 8th Ballon d'Or
Oct-31,1908,Olympics,"IV Summer Olympic Games close at White City Stadium in London, England"
Oct-31,1988,Football,"First ever  Monday Night NFL game played, Indianapolis Colts beat Denver Broncos 55-23"
Nov-01,1897,Soccer,Italian football club Juventus F.C. is founded
Nov-01,1938,Horse Racing,Seabiscuit  beats 1937 Triple Crown winner War Admiral by 3 lengths in a match race at Pimlico
Nov-01,1983,Horse Racing,"Kiwi wins the Melbourne Cup carrying 51.5kg from New Zealand trainer Snow Lupton, becoming one of the most popular Melbourne Cup winners and inspiring a children's book and film"
Nov-01,2000,Basketball,"Pat Riley becomes only 2nd coach in NBA history to accumulate 1,000 regular season victories"
Nov-01,2005,Horse Racing,"Makybe Diva wins her 3rd Melbourne Cup, becoming the first horse to achieve the feat"
Nov-02,1954,Horse Racing,"Rising Fast becomes the first (and only) horse to win the Caulfield Cup, Cox Plate and Melbourne Cup in the one year"
Nov-02,1971,Horse Racing,"Igloo becomes the first (and only) horse to run second in the Caulfield Cup, Cox Plate and Melbourne Cup in the one year"
Nov-02,2010,Horse Racing,"Americain wins the Melbourne Cup trained by Alain de Royer-Dupre and ridden by Gerald Mosse, continuing a strong record for international stayers in the race that stops a nation"
Nov-02,2019,Rugby,"South Africa wins the Rugby Union World Cup, beating England, 32-12"
Nov-03,2015,Horse Racing,Michelle Payne aboard Prince Of Penzance becomes the first ever female jockey to win the Melbourne Cup
Nov-04,1930,Horse Racing,Phar Lap wins the Melbourne Cup
Nov-06,1999,Rugby League,"Australia wins the Rugny League World Cup,  beating  France, 35-12 at Millenium Stadium, Cardiff"
Nov-07,1861,Horse Racing,Archer wins the first ever running of the Melbourne Cup
Nov-07,1991,Basketball,"Magic Johnson announces to the world that he is HIV positive, retiring from the NBA"
Nov-07,2017,Horse Racing,"Joseph O'Brien wins the Melbourne Cup with Rekindliong and at 24, becomes the youngest trainer to win the Melbourne Cup"
Nov-07,2023,Cricket,Australian cricket all-rounder Glenn Maxwell hits 201 not out; becoming the first to score double-ton in a ODI run chase
Nov-08,2010,Horse Racing,"Black Caviar wins her first G1, winning the Patinack Classic at Flemington"
Nov-09,1963,Cricket,"Birthday of legendary Sri Lanka spin bowler Muttiah Muralitharan, who holds the world record with 800 Test wickets"
Nov-10,1984,Horse Racing,"the first ever Breeders' Cup meeting at Hollywood Park; Chief's Crown, Eillo, Lashkari, Outstandingly, Princess Rooney, Royal Heroine, Wild Again the winners"
Nov-10,1991,Cricket,"South Africa plays its first international cricket match since 1970, a one-day match against India"
Nov-11,1946,Basketball,New York Knicks play their first Basketball Association of America (BAA)
Nov-11,1946,Basketball,"Detroit Gems play their first NBL game, after a year they became the Minneapolis Lakers, then the Los Angeles Lakers"
Nov-11,1987,Soccer,Mark Hughes plays for Wales and Bayern Munich in 2 countries on same day
Nov-12,1947,Cricket,"Birthday of Australian wicketkeeper Rod Marsh, who took 355 Test dismissals and forged one of cricket's most celebrated partnerships with Dennis Lillee, helping Australia dominate the 1970s and 80s"
Nov-12,1970,Basketball,Cleveland Cavaliers notch 1st NBA victory
Nov-13,1900,Baseball,Baltimore Orioles (now NY Yankees) enter baseball's American League
Nov-13,1954,Rugby,"Great Britain wins the first ever Rugby Union World Cup, beating France, 16-12"
Nov-13,2022,Cricket,England beats Pakistan by 5 wickets to win their second T20 World Cup
Nov-14,1998,AFL,"Birthday of AFL superstar Marcus Bontempelli, who captains the Western Bulldogs and won the 2016 premiership, regarded as one of the best midfielders of his generation"
Nov-14,2021,Cricket,"Australia wins their first ever Cricket T20 World Cup, beating New Zealand by 8 wickets"
Nov-16,1981,Cricket,Dennis Lillee kicks Javed Miandad after he had waved his bat at Dennis
Nov-16,2013,Cricket,"Sachin Tendulkar plays his last Test , scoring 74 in his last innings and finishing with 15,921, the most runs in Test Match history"
Nov-16,2021,Car Racing,"Guanyu Zhou confirmed as China's first F1 driver, racing for Alfa Romeo in 2022"
Nov-17,1940,Football,Green Bay Packers become the first NFL team to travel by plane
Nov-17,2013,Tennis,"Czech Republic wins the Davis Cup, beating Serbia in Belgrade (3-2)"
Nov-17,2013,Car Racing,Jimmie Johnson wins the NASCAR Sprint Cup for the sixth time
Nov-18,2012,Tennis,"Czech Republic wins the Davis Cup, beating Spain in Prague (3-2)"
Nov-19,1978,Baseball,"""The Miracle at the Meadowlands"", Eagles Herman Edwards returns a fumble for a touchdown with 31 seconds left to give Philadelphia a 19-17 victory over the rival New York Giants"
Nov-19,1989,Soccer,"USA beats Trinidad, 1-0, qualifing for 1990 world soccer cup finals, for the first time since 1950"
Nov-20,1878,Soccer,Newton Heath LYR Football Club (Manchester United) play their first game
Nov-21,1985,Soccer,"Birthday of Brazilian forward Alexandre Pato, once considered one of football's greatest talents; he scored 50 goals for AC Milan and was widely tipped to become one of the all-time greats before injuries curtailed his career"
Nov-22,1956,Olympics,"XVI Summer Olympic Games open at the MCG in Melbourne, Australia; first to be staged in Southern Hemisphere and  first to be held outside Europe and North America"
Nov-22,1974,Cricket,"Gordon Greenidge and Viv Richards make their Test debuts, playing India at  Bangalore"
Nov-22,2008,Rugby,New Zealand wins the Rugby Union World Cup beats Australia 34-20
Nov-22,2016,Ice Hockey,Vegas Golden Knights is revealed as the Las Vegas NHL expansion team's name
Nov-23,2014,Tennis,"Davis Cup Final: Switzerland win their maiden Davis Cup, beating France in Lille (3-1)"
Nov-24,1983,Cricket,Richie Richardson makes Test debut for the West Indies vs India in Bombay
Nov-24,2018,Cricket,Australian wins the ICC Women's Cricket T20 World Cup
Nov-25,2000,Rugby League,"Australia wins the World Cup,  beating New Zealand 40-12"
Nov-25,2006,Tennis,"Roger Federer finishes the year as world number one for the fourth consecutive time, matching the record set by Jimmy Connors and John McEnroe"
Nov-25,2018,Tennis,"Croatia wins the Davis Cup, beating France in Lille (3-1)"
Nov-26,2018,Surfing,Australian surfer Stephanie Gilmore wins her record equalling 7th world title
Nov-27,1961,Ice Hockey,"Gordie Howe becomes the first to play in 1,000 NHL games"
Nov-27,1966,Football,"Highest-scoring NFL game, Washington Redskins defeat NY Giants 72-41"
Nov-27,1970,Cricket,"Test Cricket debut of Rodney Marsh v England, Brisbane"
Nov-27,1979,Cricket,"1st day-night one-day cricket international, Australia v WI at SCG"
Nov-27,2006,Soccer,Fabio Cannavaro (Real Madrid/Italy) wins Ballon d'Or
Nov-27,2014,Cricket,Phillip Hughes dies two days after being struck on the head by a bouncer
Nov-27,2014,Surfing,Stephanie Gilmore wins her 6th women's world surfing title
Nov-28,1958,Cricket,Wes Hall makes his Test debut for West Indies v India in 1st Test at Bombay; Hall's match figures 4/107
Nov-28,1975,Cricket, Test cricket debut of Michael  Holding for West Indies against Australia in Brisbane
Nov-28,2005,Soccer,Ronaldhino (Barcelona/Brazil) wins Ballon d'Or
Nov-29,1899,Soccer,FC Barcelona is founded
